DAY,LAW_CODE_NUMERIC,DF_LCC,DF_AB
5,1200501,3,1
4,2200300,2,4
10,1651503,2,3
2,1600500,3,2
6,1402501,3,4
6,1657200,3,3
2,1200001,2,4
5,160102,3,1
11,1552500,2,5
10,1553004,3,4
9,1600500,3,1
9,2601001,2,1
5,1950501,2,3
4,2203901,3,3
7,1200700,3,4
6,1200001,2,4
12,1655400,3,3
11,2200601,3,4
6,1553502,3,3
12,1202500,3,3
5,2053000,2,1
4,1211200,3,3
10,130351,3,3
9,1651503,2,3
2,2200603,3,1
12,1200001,2,3
5,511001,2,4
14,1451200,3,1
9,1601504,3,3
12,0,1,2
13,1200001,2,1
12,1200001,2,4
1,1200800,3,2
7,1601001,3,4
5,1651503,2,1
4,1651503,2,2
9,511001,2,2
12,1200001,2,4
13,1601502,3,1
3,1200502,3,2
3,1200001,2,4
1,511001,2,4
10,1552500,2,2
11,2201601,3,2
12,1651503,2,3
1,1553001,3,4
10,1211100,2,4
6,392002,2,2
1,2650201,3,1
2,1200001,2,1
14,2201601,3,3
13,1200001,2,1
8,1200502,3,1
6,2203901,3,2
5,1200001,2,4
2,1553005,3,3
6,2203901,3,3
15,511001,2,5
5,2650201,3,3
12,1552500,2,1
13,2203901,3,1
4,2200300,2,3
13,215510,3,1
13,215510,3,4
8,511001,2,2
5,215510,3,1
4,1402000,3,2
6,2225501,3,1
9,1200001,2,4
14,1200502,3,5
5,1553001,3,3
6,1553004,3,3
12,1702000,2,2
2,1211100,2,4
7,1200001,2,4
1,1200001,2,1
9,1552500,2,3
3,2201601,3,2
10,1201300,3,3
1,1657100,2,3
12,2052501,3,2
13,1200502,3,4
7,1200503,3,1
11,215510,3,4
9,215510,3,5
12,1201800,3,4
14,265031,3,1
13,1401502,2,4
14,215510,3,4
7,1654502,3,3
1,1702000,2,1
10,1450502,3,2
3,2601001,2,4
11,1702000,2,4
3,215510,3,3
8,1553501,3,3
4,215510,3,4
6,1552500,2,2
10,2155500,2,4
10,0,1,2
5,2402001,1,3
2,1200001,2,3
8,215510,3,4
1,1306501,3,4
5,1200501,3,1
7,511001,2,3
7,1651503,2,4
11,1200001,2,2
11,1761500,3,2
10,1200001,2,1
4,1706501,3,3
8,1200001,2,5
13,145004,2,1
3,265031,3,4
5,1553004,3,1
12,1200001,2,1
12,1552500,2,4
8,51101,3,4
6,1552500,2,1
8,1706501,3,2
3,5110,2,4
13,2201601,3,3
4,1351000,3,4
4,1651503,2,4
13,1552500,2,3
11,1601503,3,4
12,1552500,2,4
3,1200001,2,1
4,1201401,2,4
9,1651503,2,2
6,1703000,3,1
4,1651503,2,3
11,511001,2,2
4,1200502,3,1
9,1200001,2,4
5,1200511,3,4
6,1702000,2,2
12,1200001,2,4
10,1200001,2,4
5,1552500,2,1
7,1553004,3,3
1,1200001,2,4
8,1651503,2,2
13,1450502,3,3
1,2650201,3,1
10,2200300,2,3
6,1450502,3,1
4,2200603,3,1
6,2650101,2,3
6,1200001,2,3
2,1200512,3,1
5,1451000,3,1
8,5110,2,3
7,1211200,3,4
8,2200300,2,4
11,1950500,2,1
1,511001,2,2
13,140100,2,1
4,2650101,2,3
13,1200502,3,2
12,2155500,2,3
12,2201601,3,4
9,1601504,3,3
13,1450001,2,1
7,1202000,2,3
2,265031,3,2
13,2601001,2,1
14,1553005,3,3
14,1211200,3,1
10,511001,2,1
11,1200001,2,3
14,1651503,2,3
2,265031,3,1
13,2203901,3,2
3,1450001,2,3
10,1554001,3,4
4,1553001,3,3
12,1200502,3,1
5,1651503,2,3
4,1200501,3,4
10,1552500,2,3
9,215510,3,5
11,215510,3,1
10,1200502,3,1
14,215510,3,1
3,1211100,2,4
4,265031,3,5
4,1402502,3,1
9,1651503,2,2
2,1200001,2,4
12,1402000,3,3
1,2200300,2,3
7,2053000,2,1
12,2650208,3,2
9,2155600,3,4
11,1600500,3,4
6,1553001,3,3
10,1450501,3,2
14,1200502,3,2
9,1651503,2,3
10,1651503,2,4
8,1651503,2,2
14,1200001,2,2
2,265031,3,4
12,1552500,2,1
12,1601002,3,3
1,2155003,2,3
13,140251,3,1
12,1402000,3,1
9,1552500,2,1
10,1450502,3,3
13,1553502,3,3
12,1600500,3,1
10,1402502,3,2
12,140100,2,3
11,2201601,3,2
4,265031,3,2
10,1200504,3,3
14,1202000,2,3
7,1601001,3,4
10,215510,3,3
5,1552500,2,4
5,1651503,2,1
2,1600500,3,3
3,1706501,3,4
2,1201001,3,1
2,1200512,3,1
12,0,1,2
14,1552500,2,3
9,1402501,3,1
4,1252501,3,1
2,24500,2,3
8,1200001,2,1
13,1552500,2,3
8,1950502,2,1
4,1200502,3,1
13,1200502,3,3
5,1601504,3,4
9,140100,2,2
10,392,3,2
8,1552500,2,1
12,1211100,2,4
6,1211100,2,2
7,1201500,2,4
9,1552500,2,4
5,1553004,3,1
4,1553001,3,2
6,2201601,3,2
12,1211100,2,4
8,2403002,2,4
11,1200502,3,2
11,1651503,2,2
14,511001,2,2
11,215510,3,5
14,1553001,3,1
10,1450001,2,3
3,140100,2,1
6,6000,2,4
11,1552500,2,4
6,2650201,3,3
7,140100,2,1
5,2601001,2,4
5,215510,3,4
10,1456002,2,1
3,1553005,3,3
5,1200001,2,1
1,511001,2,1
14,119202,2,3
9,1200001,2,1
8,1202500,3,2
8,1200800,3,4
3,1402000,3,5
1,1202500,3,4
13,1552500,2,3
3,1553001,3,2
6,1200502,3,3
4,1552500,2,1
11,2650101,2,1
12,1651503,2,2
12,1402000,3,3
4,2203901,3,3
13,1200502,3,3
1,1200501,3,2
6,1553004,3,1
11,1211200,3,4
6,2201601,3,4
2,1950500,2,5
2,2201601,3,1
5,1202500,3,1
10,1200501,3,3
3,140100,2,1
6,1702500,3,4
9,2650201,3,3
7,511001,2,2
11,1552500,2,4
9,1200001,2,1
6,1200800,3,2
5,1450502,3,1
12,511001,2,5
6,1651503,2,2
5,1654502,3,3
11,1552500,2,4
1,119202,2,3
3,1703000,3,5
7,1654501,3,1
13,511001,2,2
13,2155500,2,3
9,1402501,3,5
6,511001,2,3
14,1200502,3,1
12,1651503,2,2
2,1201401,2,1
10,1601001,3,3
6,215510,3,1
11,121110,2,2
5,2650101,2,3
1,1200800,3,1
11,1552500,2,4
4,265031,3,3
14,1652501,2,3
7,1200001,2,5
12,2650101,2,1
14,1211200,3,3
5,1200001,2,2
10,1200502,3,1
12,1200503,3,4
13,5110,3,3
6,2650101,2,1
12,1702000,2,2
14,1702000,2,2
2,1700500,2,2
2,1552500,2,2
11,1200001,2,2
4,160102,3,3
3,1450502,3,1
3,1206001,3,1
4,511001,2,1
4,1450502,3,2
12,2650101,2,2
9,1553004,3,4
7,1200002,2,3
4,1200001,2,4
9,1200001,2,4
8,1650503,2,2
5,0,1,4
7,2650201,3,1
5,2205500,3,1
3,1252501,3,4
3,1200001,2,2
1,140100,2,3
1,1200501,3,5
5,160102,3,2
7,1552500,2,5
9,1402502,3,3
10,2200601,3,4
9,2200901,3,1
14,2650201,3,2
3,215510,3,1
12,2200300,2,4
13,1200001,2,4
11,1402000,3,3
7,2200300,2,2
7,1950501,2,4
4,1702000,2,3
13,2650201,3,2
10,1707002,3,1
12,2154002,3,1
13,1200501,3,2
13,511001,2,5
3,2053000,2,4
6,1200001,2,3
2,1601001,3,1
4,2155201,3,2
6,1651503,2,2
2,2601001,2,3
11,2200601,3,1
9,353000,2,1
4,5110,2,4
15,1651503,2,2
10,1200001,2,2
4,2405001,2,3
12,1655400,3,3
9,511001,2,2
1,1553008,3,1
6,2403002,2,3
10,2253001,2,1
10,1200001,2,4
8,215510,3,4
8,1553001,3,2
2,265031,3,4
5,2601001,2,2
10,1552500,2,2
4,1553001,3,2
1,119202,2,1
7,511001,2,2
7,1651503,2,3
13,1552500,2,3
3,2650101,2,3
8,51102,3,4
12,1654502,3,1
10,215510,3,1
11,1350500,2,1
10,1552500,2,3
13,1601504,3,3
13,1552500,2,4
3,1651503,2,1
11,511001,2,2
12,215510,3,1
10,2201806,3,4
13,1552500,2,3
4,511001,2,1
1,1450501,3,5
6,511001,2,1
9,1211300,3,3
9,0,1,1
3,1651503,2,3
10,1201401,2,4
4,1552500,2,1
4,160102,3,1
13,1702500,3,4
7,511001,2,1
5,1553005,3,4
5,215510,3,2
6,9000049,0,2
13,1553008,3,1
4,2201601,3,1
9,1201401,2,4
6,511002,2,1
8,2155006,2,3
10,1552500,2,2
12,5110,2,4
3,1200001,2,2
9,1200001,2,4
9,1201500,2,2
12,1252501,3,2
13,1553001,3,3
2,1651503,2,2
5,1651503,2,3
9,1601504,3,3
7,1950500,2,4
13,1200512,3,1
14,1651503,2,2
6,2200300,2,1
12,1202000,2,3
11,2200300,2,3
10,1552500,2,2
1,1200502,3,1
13,1552500,2,4
2,1201401,2,2
12,1552500,2,2
7,1651503,2,2
6,2200300,2,2
5,1553501,3,2
10,1651503,2,1
12,0,1,1
4,1450502,3,1
2,1552500,2,3
14,2200300,2,2
13,1200501,3,2
13,1450001,2,4
5,1552500,2,4
9,1601504,3,3
11,1200502,3,2
10,1553004,3,5
13,1200001,2,3
10,2155500,2,4
8,1200001,2,3
3,121110,2,2
2,1200001,2,4
2,5110,3,1
14,1211200,3,2
12,1651503,2,3
2,1402000,3,1
9,1902300,2,4
1,1201001,3,1
12,1201401,2,2
13,511001,2,2
12,1552500,2,3
13,1552500,2,3
11,1654000,2,4
8,1450502,3,4
3,1402501,3,1
13,1552500,2,2
7,1552500,2,4
14,512000,2,1
8,119204,2,1
11,2200906,3,1
9,215510,3,2
11,1552500,2,3
5,1200001,2,4
5,1450502,3,1
4,1200001,2,1
4,1651503,2,1
5,1202000,2,4
13,1552500,2,3
7,1192000,2,5
10,1402000,3,1
6,1200501,3,4
13,1201401,2,2
6,60001,4,1
3,1211200,3,4
2,1601501,3,3
5,2201602,3,1
12,1200001,2,1
7,511001,2,2
12,5110,3,2
10,2155001,2,2
4,1553001,3,3
8,1601001,3,4
11,2201607,3,2
10,2200300,2,1
8,1552500,2,2
7,51101,2,1
13,1200001,2,4
8,215515,3,3
5,2200300,2,2
12,1651503,2,3
1,1200001,2,1
13,2200601,3,1
2,1200501,3,4
3,2403002,2,1
1,1201401,2,2
4,145004,2,3
6,1651503,2,2
1,140100,2,1
13,2201601,3,1
14,1200501,3,3
11,512000,2,1
3,1654501,3,5
3,1200501,3,3
11,511001,2,4
3,1200502,3,3
11,1552500,2,1
12,9000049,0,4
5,24500,2,4
5,1200503,3,1
12,265031,3,4
5,1552500,2,3
14,1552500,2,1
7,1202500,3,1
8,240301,2,2
4,1402000,3,2
9,1553001,3,1
8,2601001,2,1
4,1200001,2,3
5,1902501,2,2
3,2155600,3,4
9,1651503,2,3
7,1456002,2,2
4,1211200,3,2
12,51101,2,4
3,1706501,3,1
6,1552500,2,1
10,1201500,2,4
4,1200508,3,4
5,511001,2,3
12,1651503,2,1
1,1200502,3,1
12,1200001,2,1
1,511001,2,2
9,215510,3,4
11,1702500,3,5
8,1552500,2,3
9,1552500,2,2
7,1200600,3,1
1,1450502,3,4
5,1950501,2,3
9,1450001,2,4
6,511001,2,2
6,1552500,2,4
14,1200001,2,2
9,1201401,2,4
8,511001,2,2
11,1200001,2,4
10,1200001,2,1
11,1552500,2,1
7,1200001,2,4
6,2205002,2,2
10,1200501,3,3
13,1553001,3,3
6,9000049,0,2
2,1654501,3,2
5,1706503,3,2
14,1552500,2,4
6,1201401,2,2
5,1552500,2,5
4,2201601,3,3
2,1200001,2,4
1,1200001,2,1
11,1200001,2,3
3,1450001,2,1
4,512000,2,4
2,1200501,3,4
12,9000015,0,3
3,1201500,2,2
9,2600001,3,2
11,1700500,2,2
4,1401501,2,1
13,1200502,3,3
11,1553001,3,3
10,1600500,3,3
4,1200800,3,2
6,1200800,3,2
13,1552500,2,1
12,1552500,2,4
14,1552500,2,4
8,1200001,2,3
12,2650201,3,1
3,1456002,2,3
9,1552500,2,4
14,1701501,3,3
1,1552500,2,1
10,1553004,3,4
1,119202,2,4
10,1201401,2,3
30,1200001,2,1
3,1200001,2,3
19,1553008,3,1
18,160102,3,1
13,2650101,2,3
11,1200502,3,2
14,1702500,3,1
10,1201401,2,3
20,1450502,3,5
15,1552500,2,4
28,4902001,3,1
2,1200001,2,2
21,1552500,2,4
24,1200001,2,4
10,1450502,3,1
20,1450502,3,3
26,2650101,2,2
17,1651503,2,2
11,1552500,2,3
15,1211200,3,2
30,1950502,2,5
19,1200002,2,1
12,1651503,2,2
27,1200001,2,1
10,1200001,2,1
15,1211100,2,4
18,2155500,2,1
2,140100,2,2
2,2053000,2,1
9,1450001,2,2
23,1701501,3,3
14,1200001,2,1
11,1651503,2,4
24,1200001,2,2
12,1601001,3,3
6,1200001,2,4
13,2200300,2,3
19,2155202,3,4
25,0,2,4
2,1303002,3,4
5,1553004,3,1
17,51101,2,3
15,2601002,2,1
19,1552500,2,2
28,2155001,2,2
19,1552500,2,3
7,2200300,2,2
19,1200001,2,3
7,1200501,3,1
18,511001,2,3
21,1211100,2,3
16,1201001,3,2
8,1552500,2,4
7,511001,2,5
25,1706501,3,4
22,1553005,3,2
20,2201601,3,1
17,2200601,3,3
16,1200001,2,3
19,1450001,2,3
27,2203901,3,2
24,2200300,2,4
18,2201601,3,4
14,1211200,3,4
22,1200001,2,4
24,2650102,2,4
4,2304000,2,4
19,1552500,2,1
24,1650501,2,1
18,1553001,3,2
14,1601001,3,3
3,1552500,2,1
27,1200001,2,4
19,1450502,3,3
24,1402502,3,4
19,1552500,2,2
18,2155006,2,2
7,1200001,2,3
16,1200001,2,1
17,1305201,2,3
17,1651503,2,2
18,1200502,3,4
14,1200512,3,4
5,1552500,2,4
4,1601001,3,3
18,1651503,2,4
16,1552500,2,1
14,1553501,3,2
10,2053000,2,4
5,140100,2,4
19,1200001,2,2
17,1553004,3,4
27,1252501,3,3
20,1200502,3,1
4,2203901,3,1
17,265031,3,2
16,1651503,2,1
21,1402000,3,2
28,1553001,3,1
18,511001,2,2
16,5110,3,4
18,1200001,2,3
26,2155600,3,1
17,1553005,3,3
10,2650201,3,1
5,2201601,3,3
27,51101,2,1
19,2601001,2,1
10,511001,2,1
13,2201601,3,5
13,1552500,2,1
7,2200300,2,2
30,1450001,2,4
15,1305201,2,3
9,2202101,3,2
17,1456002,2,1
25,511001,2,2
9,1601504,3,2
23,1651503,2,3
19,265031,3,1
20,1450001,2,2
27,1552500,2,3
19,2650201,3,1
21,1403500,2,1
22,6400,2,1
26,1654000,2,4
20,1211200,3,2
19,1402000,3,3
17,1600500,3,4
14,1200502,3,3
22,0,4,1
16,1601001,3,2
27,1651503,2,1
18,140100,2,3
11,1402000,3,3
19,1202500,3,3
8,2403002,2,1
21,1700500,2,2
30,1211200,3,4
11,1651503,2,2
20,2203901,3,4
18,1553004,3,3
11,1552500,2,1
19,1702000,2,3
7,51101,2,1
29,1403500,2,1
9,1600500,3,2
16,1450502,3,4
6,19176,1,4
26,1200800,3,3
2,1200001,2,3
16,5110,2,4
22,5110,2,1
28,1192000,2,4
19,1252501,3,1
5,1200501,3,3
10,265031,3,4
17,1200800,3,1
20,1552500,2,3
3,1211200,3,3
13,1702000,2,1
3,1200001,2,1
25,2601001,2,1
16,215510,3,5
26,1202500,3,1
12,1402000,3,1
19,2200300,2,5
25,145004,2,1
18,1252501,3,2
14,1402501,3,2
20,1552500,2,3
20,1552500,2,2
10,1651601,2,4
24,1552500,2,3
5,240301,2,3
2,1200502,3,2
15,1655000,3,2
26,1200001,2,4
30,2650201,3,2
9,1601001,3,5
11,1211200,3,4
22,1201401,2,3
6,1200001,2,1
29,1651503,2,1
14,1200001,2,1
15,1200501,3,1
8,1200001,2,4
18,1553005,3,3
7,1200001,2,5
16,1552500,2,3
18,2200602,3,3
20,2253001,2,4
22,2053000,2,1
17,1450001,2,3
20,6000,2,1
30,215510,3,4
12,9000049,0,3
9,1200001,2,1
17,1200503,3,2
26,1200503,3,1
5,2052001,2,2
17,1600500,3,4
20,511001,2,5
20,1950500,2,2
23,215510,3,1
20,1200502,3,2
12,2253001,2,4
26,1402000,3,2
14,1552500,2,3
4,1200501,3,1
16,511001,2,1
1,265031,3,3
25,1552500,2,5
1,1657100,2,2
19,51101,2,4
2,511001,2,5
5,1402000,3,3
12,1552500,2,1
13,2650102,2,2
15,1402000,3,2
20,1200001,2,2
19,215510,3,4
9,1450502,3,1
11,1601001,3,4
9,1553001,3,3
2,1552500,2,3
10,1654000,2,3
17,1202500,3,4
25,181400,2,4
22,1450502,3,1
14,265031,3,2
23,1211200,3,4
21,1200800,3,4
4,2200300,2,4
27,1200001,2,4
10,1553004,3,5
18,1552500,2,4
15,1552500,2,4
20,1306503,3,4
21,1201401,2,4
19,1212000,2,2
16,1402000,3,3
1,2200605,3,2
15,265031,3,2
7,1450502,3,2
5,1200502,3,4
18,96000,2,4
20,511001,2,4
21,1200001,2,1
20,1200001,2,1
19,1200001,2,1
26,1552500,2,3
3,1200001,2,1
12,1200001,2,4
15,1403500,2,1
23,2200300,2,2
11,1552500,2,4
22,1552500,2,1
16,2200300,2,1
4,1654501,3,1
21,2201608,3,3
18,1201401,2,1
10,1552500,2,1
25,511001,2,2
6,2203901,3,3
26,1651503,2,4
18,1200001,2,1
12,1211200,3,1
20,1651503,2,3
6,2201601,3,2
20,1200001,2,3
10,1200001,2,3
4,1450502,3,4
5,2650102,2,1
24,2204401,3,3
18,1706502,3,3
11,4702001,3,3
23,5110,3,1
6,1651503,2,2
3,1552500,2,1
12,1402000,3,1
13,1552500,2,4
18,1211200,3,4
15,2403002,2,3
18,1201401,2,2
9,160102,3,4
5,6000,2,3
17,1552500,2,4
27,1552500,2,3
18,1252501,3,4
12,2201601,3,1
7,1908100,2,3
25,215515,3,1
30,1450001,2,4
5,1200001,2,1
16,1950500,2,3
26,1200001,2,2
21,1553004,3,4
24,1450502,3,1
8,1950500,2,3
6,511001,2,4
21,1200502,3,1
10,2200300,2,3
12,215510,3,4
12,215510,3,4
30,1553005,3,4
15,1601501,3,4
11,1702000,2,1
17,511001,2,4
28,1651503,2,3
17,511001,2,4
9,2601001,2,3
18,215510,3,2
19,2200300,2,3
29,215510,3,1
18,2200300,2,4
26,1200001,2,5
17,1200502,3,1
4,1200502,3,2
20,1552500,2,3
17,5110,2,5
19,1200001,2,2
28,1552500,2,4
3,1200512,3,3
14,1651503,2,1
13,2403001,2,4
18,1200001,2,3
15,1200001,2,2
17,1200501,3,1
19,1200001,2,3
18,1200512,3,1
2,1200001,2,1
2,511001,2,5
17,1552500,2,2
20,1553004,3,4
16,1651503,2,1
21,215510,3,4
18,24500,2,4
24,24030,3,3
21,1702000,2,2
23,511001,2,4
5,1701003,3,1
20,1654000,2,1
11,215515,3,4
15,1200600,3,3
15,1200502,3,1
20,1552500,2,5
13,5110,2,3
15,2200300,2,2
2,1450001,2,1
18,1200001,2,3
21,1200001,2,1
9,1601002,3,2
27,1200501,3,3
21,1403500,2,3
18,1601001,3,2
11,1702000,2,3
11,1200001,2,1
21,1200001,2,1
16,1201401,2,2
11,1651503,2,3
21,1552500,2,4
19,1552500,2,4
6,1701003,3,1
14,2053000,2,2
19,1200001,2,3
19,215510,3,1
15,1200001,2,1
13,1200001,2,3
23,1552500,2,3
12,1200001,2,1
20,1552500,2,5
23,1200502,3,2
15,1450502,3,4
9,5110,2,5
10,1200001,2,2
3,1402501,3,4
30,1552500,2,4
4,1402000,3,3
10,2601001,2,1
3,1450501,3,4
21,1950500,2,1
14,51101,2,1
2,2650201,3,1
21,1200001,2,4
16,1401501,2,3
21,51101,2,2
7,1200001,2,4
14,2052001,2,2
11,1305201,2,3
23,1654501,3,4
20,1211100,2,3
1,0,2,1
6,511001,2,4
19,1601001,3,1
14,1600500,3,4
17,1651503,2,2
12,1552500,2,3
7,1201401,2,2
30,1200001,2,3
18,1651503,2,1
17,1211200,3,3
16,1552500,2,1
27,2201601,3,3
5,1552500,2,3
19,1553008,3,4
18,1200001,2,2
17,1651503,2,1
4,1553501,3,5
18,1902300,2,3
14,1552500,2,1
13,2053000,2,3
8,1202500,3,3
29,119202,2,4
16,2200602,3,1
15,1200001,2,2
24,1200001,2,3
13,1401501,2,4
25,215510,3,5
8,1202000,2,2
12,511001,2,2
15,1200001,2,1
28,1450001,2,2
24,215510,3,1
21,1200001,2,4
13,1200001,2,1
18,1654501,3,4
5,215510,3,4
24,1450001,2,4
18,1200001,2,2
2,1200001,2,1
8,1651503,2,1
15,1654502,3,2
11,1200502,3,3
4,1552500,2,2
26,1200001,2,3
21,1450501,3,4
28,1651503,2,1
9,265031,3,3
18,1552500,2,3
19,265031,3,1
19,1554201,3,2
29,1552500,2,4
10,140100,2,1
25,2223001,2,3
29,1902300,2,1
4,60001,4,3
30,1202500,3,1
15,1552500,2,5
22,1552500,2,2
19,51101,2,1
19,1402501,3,3
17,1200001,2,1
14,1202500,3,1
17,1200502,3,2
18,1552500,2,4
21,511001,2,2
4,2200300,2,3
9,1552500,2,2
5,2201601,3,4
16,1200001,2,3
14,1654505,3,2
10,1305201,2,2
16,1451000,3,2
17,215510,3,2
11,1450001,2,3
5,1706501,3,4
6,1950500,2,1
20,2155500,2,1
20,2650201,3,1
18,1702000,2,3
23,215510,3,1
2,1950500,2,1
25,511001,2,1
1,1654000,2,3
30,1200502,3,1
15,1200501,3,4
12,1305201,2,4
5,2200300,2,3
18,1552500,2,3
17,1305201,2,4
20,1200001,2,3
15,1600500,3,4
6,0,1,3
19,1552500,2,4
16,5110,3,2
26,1553001,3,3
27,1552500,2,5
12,1200501,3,2
6,2201601,3,3
7,1200001,2,1
19,1200512,3,3
22,1200001,2,4
15,1200001,2,4
13,111101,4,1
15,265031,3,3
17,1950500,2,1
11,215510,3,4
19,1553001,3,2
20,1450001,2,1
9,2155006,2,2
20,1200800,3,2
2,119203,2,2
22,215510,3,1
6,265031,3,1
16,1700500,2,3
13,1200001,2,4
17,1702000,2,2
28,1552500,2,4
20,2403001,2,1
28,1600500,3,1
22,160102,3,2
17,511001,2,3
14,1200501,3,3
22,1402501,3,1
24,2200300,2,2
19,1552500,2,1
5,265031,3,1
3,1201500,2,2
28,1553005,3,3
18,1202000,2,2
21,511001,2,4
18,1402000,3,3
27,2200300,2,4
21,1553005,3,4
12,1403500,2,3
5,1202000,2,2
19,1651503,2,4
16,1200504,3,4
26,2650201,3,1
18,1651503,2,1
23,1553001,3,3
9,1200001,2,2
6,1552500,2,2
27,51101,2,4
2,1450502,3,1
6,511001,2,1
22,1450001,2,2
17,1450001,2,3
7,1450001,2,1
21,1552500,2,1
16,1651512,1,4
16,1907901,3,1
15,1212000,2,1
28,2201601,3,4
10,1200503,3,4
25,2201601,3,2
19,1651503,2,2
12,512000,2,2
19,1552500,2,1
19,2200300,2,3
1,1450001,2,2
20,215510,3,4
11,215510,3,1
13,160102,3,1
27,1200001,2,1
30,1200001,2,2
20,2201612,3,3
17,2407501,3,3
23,1651503,2,3
18,1200001,2,1
8,1200002,2,4
30,1553001,3,3
7,1600500,3,1
21,2601001,2,4
24,1200001,2,1
11,1200001,2,2
24,1200512,3,1
17,1201401,2,3
29,1200502,3,1
16,1200501,3,4
11,1200001,2,3
7,1552500,2,3
28,1450502,3,3
25,1401501,2,1
17,215401,3,4
1,1552500,2,4
15,2403002,2,3
21,1552500,2,2
20,1553004,3,1
18,1552500,2,4
22,1201401,2,2
15,1200001,2,1
29,1552500,2,4
11,265031,3,1
21,1651503,2,3
18,1600500,3,4
4,511001,2,2
15,1650502,2,4
19,2601001,2,4
28,215510,3,2
12,1553001,3,3
6,511001,2,2
4,1450001,2,2
16,215510,3,5
8,1651503,2,2
20,1950502,2,2
13,215510,3,4
3,1192000,2,1
25,1552500,2,1
23,1201001,3,3
16,2155001,2,4
17,1651503,2,3
2,1450502,3,2
10,16803,3,3
3,2223002,2,2
4,215510,3,1
12,1200512,3,3
9,1200502,3,4
19,1202500,3,5
26,1200001,2,5
23,1552500,2,1
20,1600500,3,3
27,2154002,3,3
19,1552500,2,4
14,1200001,2,1
22,1211100,2,3
22,215510,3,4
5,215510,3,5
18,1651503,2,1
20,160102,3,3
18,1200502,3,3
7,1200001,2,4
18,0,1,3
7,1200002,2,1
10,1702500,3,4
8,1552500,2,4
7,1200001,2,2
8,215510,3,1
9,512000,2,3
17,1654000,2,3
22,5110,2,2
9,1552500,2,1
21,1552500,2,5
17,265031,3,4
22,1552500,2,4
19,1200502,3,2
15,1552500,2,2
17,2155006,2,3
19,2200300,2,3
8,1450001,2,2
17,2200300,2,2
13,1201401,2,4
2,1552500,2,2
27,1702000,2,3
24,1553012,3,1
17,1211100,2,3
25,1200001,2,1
6,9000049,0,2
27,1200001,2,3
24,1651503,2,1
16,1552500,2,4
3,2201601,3,3
1,1200001,2,3
12,1552500,2,1
25,1654501,3,3
18,511001,2,2
14,1650501,2,2
11,511001,2,3
18,1200001,2,3
20,1500100,2,3
17,1552500,2,3
30,1552500,2,1
11,5110,2,4
10,2504505,3,1
15,1651503,2,4
22,511001,2,2
2,1200503,3,2
10,511001,2,1
16,1701003,3,3
20,1450502,3,2
27,1402000,3,3
9,1950500,2,1
8,2650101,2,1
27,119203,2,2
27,1552500,2,3
9,1553001,3,2
20,1654000,2,1
13,1553008,3,2
8,265031,3,4
4,1200502,3,1
4,1654505,3,4
19,1553001,3,2
3,215510,3,2
24,1200502,3,1
15,2200601,3,2
30,51101,2,4
21,1553005,3,2
7,51103,2,4
3,1200001,2,3
1,1553001,3,3
11,1657200,3,4
26,1200001,2,3
15,1200001,2,4
20,2154002,3,5
12,1650501,2,1
18,1601001,3,2
26,1402000,3,1
15,2200300,2,1
29,1553001,3,4
9,160102,3,2
19,1552500,2,3
16,1702000,2,2
26,1402000,3,1
19,2650201,3,4
4,1211100,2,3
14,1450502,3,1
20,1553501,3,3
23,1200502,3,3
10,1552500,2,4
4,1201001,3,4
7,1200001,2,4
16,1601001,3,4
10,1200502,3,4
18,1450004,2,3
16,1305201,2,2
14,2403001,2,4
9,1200512,3,4
13,1200001,2,2
14,1200001,2,4
7,2650101,2,4
5,1702000,2,3
6,2201601,3,2
18,2201602,3,1
19,1553008,3,4
15,2650102,2,1
18,2403005,2,2
12,1601001,3,2
19,51101,2,3
17,9000049,0,4
25,2650201,3,3
4,1651503,2,2
21,1403002,3,4
18,2200300,2,2
25,1552500,2,1
13,511001,2,2
5,1552500,2,3
26,2601001,2,4
11,2200300,2,3
16,511001,2,1
8,1651503,2,3
19,1200501,3,2
10,1702000,2,2
1,511001,2,3
17,511001,2,4
7,2200601,3,3
20,51101,2,3
16,1552500,2,4
8,119203,2,3
21,1201401,2,3
15,1651503,2,4
16,1702000,2,1
20,1651503,2,3
21,1200502,3,4
20,2601001,2,4
17,2201601,3,2
17,1552500,2,1
17,1201401,2,1
7,1200512,3,5
15,1200503,3,1
28,1200501,3,4
19,2201601,3,3
25,14010,2,3
14,1201401,2,3
5,2650101,2,3
18,215510,3,1
29,1200001,2,1
16,5700600,4,4
17,1552500,2,3
18,2601001,2,4
22,1651503,2,1
30,1200001,2,2
15,265031,3,2
20,1552500,2,1
30,1600500,3,3
20,1212000,2,2
17,1200001,2,1
5,1553001,3,4
9,51101,2,1
24,1552500,2,2
19,51101,2,4
21,2053000,2,1
27,1552500,2,3
18,1200001,2,5
18,2204401,3,3
9,1651503,2,1
11,1200502,3,2
11,2155500,2,1
20,1201401,2,4
26,1700500,2,2
7,1450001,2,3
14,1702500,3,4
24,1553004,3,3
27,140100,2,1
5,120001,3,4
2,1403500,2,3
13,1651503,2,5
30,1200002,2,5
15,2201802,3,2
4,511001,2,1
13,1552500,2,1
22,1200001,2,1
20,215510,3,4
2,1200001,2,4
27,1552500,2,5
23,1553012,3,2
15,2601001,2,5
6,1200001,2,4
